id,value
id_200,123.6761140267635
id_201,22.84412539435048
id_202,58.38401384957416
id_203,4.953741444346434
id_204,59.83043208319911
id_205,35.345523655149684
id_206,14.83304313760889
id_207,14.384420983005391
id_208,61.56249731228781
id_209,14.14395306448535
id_210,37.31875960806552
id_211,68.54146553784231
id_212,18.7847763777099
id_213,113.6276473549017
id_214,40.71436780492603
id_215,76.81648546275395
id_216,91.75521590781939
id_217,71.19827281980885
id_218,29.82787595975595
id_219,19.897036746540984
id_220,30.639476780292796
id_221,57.26653517756591
id_222,26.52160541808015
id_223,38.314798710448045
id_224,42.81086742579213
id_225,10.081520086493303
id_226,5.421202707723469
id_227,81.17598197812647
id_228,30.205444112776853
id_229,1.5354294704671911
id_230,40.43892200694207
id_231,15.388963703208955
id_232,22.05441487043549
id_233,7.405651307027738
id_234,15.088506337858304
id_235,25.42000072262468
id_236,13.926112807644847
id_237,3.028734366461532
id_238,22.13760436024175
id_239,12.564832075021819
